Rep1,Sharing,PercAccuracy,sentenceNumber
0,31,80,57
1,10,22,58
1,80,69,59
1,80,71,60
0,3,24,1
0,74,90,2
1,53,64,3
0,72,91,4
0,23,16,5
0,69,73,6
0,36,64,7
0,60,61,8
0,30,48,9
1,71,63,10
0,8,1,11
1,61,78,12
1,18,49,13
0,15,52,14
1,89,82,15
1,72,87,16
0,40,53,17
1,20,48,18
0,72,78,19
1,73,69,20
1,20,51,21
1,62,81,22
0,78,72,23
0,89,91,24
0,66,77,25
1,78,67,26
0,52,71,27
1,91,91,28
0,29,32,29
0,42,31,30
1,68,69,31
1,88,91,32
0,9,35,33
0,53,41,34
1,30,34,35
1,75,67,36
1,67,52,37
1,30,31,38
1,71,70,39
1,24,25,40
0,72,91,41
1,91,91,42
1,60,89,43
1,73,66,44
1,74,91,45
1,77,54,46
0,86,91,47
0,15,46,48
0,4,21,49
0,71,83,50
1,73,91,51
0,62,65,52
0,54,48,53
1,74,86,54
1,73,91,55
1,85,91,56
0,81,91,57
0,51,53,58
1,86,87,59
0,63,76,60
0,1,1,1
0,10,61,2
0,44,100,3
0,21,68,4
1,6,70,5
1,23,100,6
0,41,42,7
0,11,35,8
1,1,1,9
1,2,12,10
1,8,1,11
0,15,81,12
1,7,61,13
1,62,1,14
0,26,100,15
0,2,77,16
1,1,1,17
1,2,60,18
1,19,100,19
0,17,84,20
0,17,62,21
0,20,62,22
0,19,84,23
0,22,99,24
1,36,96,25
1,1,82,26
1,7,83,27
0,32,100,28
0,5,60,29
1,4,60,30
0,18,20,31
1,1,62,32
0,13,7,33
1,10,100,34
0,1,14,35
1,7,20,36
0,7,62,37
1,1,11,38
1,2,72,39
0,1,18,40
0,5,79,41
1,26,74,42
0,12,83,43
0,4,68,44
0,11,78,45
1,1,60,46
0,8,79,47
1,4,27,48
0,3,10,49
0,15,79,50
1,11,95,51
1,23,66,52
0,13,64,53
1,22,100,54
1,1,74,55
0,27,97,56
1,20,100,57
1,1,19,58
1,24,100,59
1,21,82,60
0,2,1,1
0,50,85,2
1,45,89,3
0,21,76,4
1,22,54,5
1,62,68,6
0,1,1,7
0,8,7,8
1,1,60,9
0,3,1,10
0,10,10,11
1,21,62,12
0,8,72,13
0,5,61,14
1,65,91,15
0,3,6,16
1,15,54,17
0,22,74,18
1,34,96,19
1,54,77,20
0,4,7,21
1,11,86,22
1,55,67,23
1,22,94,24
1,61,83,25
1,59,91,26
0,1,1,27
1,46,100,28
0,10,16,29
0,4,30,30
1,14,58,31
0,28,77,32
1,7,2,33
0,1,1,34
1,3,7,35
0,6,69,36
0,3,6,37
0,7,6,38
1,45,93,39
1,3,1,40
0,22,69,41
0,40,89,42
1,46,84,43
1,53,85,44
1,56,94,45
0,1,1,46
0,30,94,47
0,5,5,48
1,5,1,49
0,62,80,50
0,71,100,51
1,41,79,52
1,4,10,53
0,62,100,54
0,16,75,55
1,56,100,56
1,14,100,57
1,7,8,58
1,71,95,59
0,25,99,60
1,1,1,1
0,65,52,2
1,43,50,3
0,80,76,4
1,80,20,5
1,90,78,6
0,75,65,7
1,76,63,8
1,22,19,9
1,100,59,10
0,1,1,11
1,74,86,12
1,1,1,13
0,38,1,14
0,64,63,15
1,73,80,16
0,23,61,17
0,71,45,18
1,63,65,19
0,82,84,20
0,20,4,21
1,48,1,22
0,72,64,23
1,82,79,24
0,60,62,25
0,67,64,26
0,73,61,27
1,79,79,28
1,1,50,29
0,72,59,30
0,1,1,31
1,63,42,32
0,60,42,33
1,75,60,34
0,62,41,35
1,38,45,36
1,38,12,37
0,19,40,38
1,80,51,39
0,82,80,40
0,88,78,41
1,62,100,42
0,82,81,43
0,60,81,44
0,80,80,45
1,1,1,46
1,71,82,47
0,68,25,48
1,19,1,49
0,65,62,50
1,67,61,51
0,41,63,52
0,41,48,53
1,78,86,54
1,1,1,55
0,64,62,56
1,22,100,57
1,49,59,58
0,79,80,59
1,76,61,60
0,1,1,1
0,100,100,2
1,81,81,3
1,90,98,4
0,40,69,5
1,100,99,6
1,81,88,7
1,29,36,8
1,1,1,9
0,100,100,10
1,1,1,11
0,40,47,12
1,1,1,13
1,20,2,14
1,82,90,15
1,82,85,16
0,88,100,17
0,49,61,18
1,100,100,19
1,89,99,20
1,80,70,21
1,48,41,22
1,48,70,23
1,100,100,24
0,100,98,25
1,100,100,26
0,82,92,27
0,99,100,28
0,10,1,29
1,19,1,30
1,38,9,31
1,43,64,32
1,39,23,33
1,35,36,34
0,33,31,35
0,32,47,36
0,38,9,37
0,79,79,38
0,80,84,39
0,16,1,40
0,60,91,41
1,100,95,42
0,1,10,43
1,24,11,44
0,89,100,45
1,92,91,46
0,100,100,47
0,20,19,48
0,81,91,49
0,80,99,50
0,99,100,51
1,99,99,52
0,31,41,53
1,99,100,54
0,41,49,55
0,100,100,56
1,100,100,57
0,33,32,58
0,49,79,59
1,81,76,60
1,58,64,1
1,94,97,2
0,97,91,3
1,73,76,4
0,76,56,5
1,99,76,6
1,82,59,7
0,81,69,8
1,85,63,9
1,100,70,10
1,1,12,11
1,82,86,12
1,47,59,13
0,1,43,14
1,86,97,15
0,82,92,16
0,64,83,17
1,68,65,18
0,98,94,19
0,96,100,20
1,53,56,21
0,64,70,22
1,62,94,23
0,62,73,24
1,86,91,25
0,76,78,26
0,79,58,27
1,95,99,28
0,45,27,29
1,58,60,30
1,24,3,31
0,84,55,32
0,4,34,33
1,39,34,34
1,59,30,35
1,100,66,36
1,99,87,37
1,56,41,38
0,53,73,39
0,94,82,40
0,99,80,41
0,99,58,42
0,97,94,43
0,20,45,44
0,74,98,45
0,22,54,46
0,80,95,47
1,77,68,48
0,1,13,49
1,92,100,50
0,91,100,51
0,97,81,52
0,79,78,53
1,96,100,54
0,38,57,55
0,94,96,56
1,77,93,57
1,58,79,58
1,100,100,59
1,100,83,60
0,21,4,1
1,1,94,2
1,3,95,3
1,4,97,4
0,41,61,5
0,1,58,6
0,41,4,7
1,22,21,8
0,1,6,9
0,3,3,10
0,60,5,11
0,3,59,12
1,41,78,13
1,40,79,14
1,3,96,15
0,1,78,16
1,1,61,17
1,1,41,18
0,4,95,19
0,3,82,20
1,1,77,21
0,3,5,22
1,1,61,23
1,1,97,24
0,3,58,25
1,21,79,26
0,1,17,27
1,1,97,28
1,79,60,29
0,3,54,30
1,1,5,31
0,20,60,32
0,2,15,33
0,20,6,34
0,1,17,35
0,1,57,36
1,40,27,37
1,1,83,38
1,4,95,39
0,4,3,40
1,1,94,41
0,1,98,42
0,62,97,43
1,3,61,44
1,1,79,45
1,21,59,46
1,1,95,47
0,1,4,48
1,21,6,49
1,41,56,50
0,1,96,51
0,3,61,52
0,40,40,53
1,3,95,54
0,3,80,55
1,1,96,56
0,3,96,57
1,59,95,58
0,60,56,59
1,41,57,60
1,1,1,1
1,1,20,2
0,100,100,3
0,79,62,4
0,1,1,5
1,1,18,6
0,1,39,7
0,1,41,8
1,1,1,9
1,55,41,10
0,1,19,11
0,76,41,12
1,1,22,13
1,1,25,14
1,58,80,15
0,83,80,16
0,38,1,17
1,1,22,18
0,96,100,19
1,18,19,20
1,1,18,21
1,1,38,22
0,1,3,23
1,82,100,24
0,1,3,25
1,100,59,26
0,1,1,27
1,1,46,28
0,1,1,29
1,1,43,30
1,1,36,31
1,19,59,32
0,1,1,33
0,1,1,34
1,100,59,35
0,1,40,36
0,14,57,37
0,1,4,38
0,1,41,39
1,1,18,40
0,58,73,41
1,100,100,42
1,39,57,43
0,1,2,44
1,79,62,45
1,1,16,46
1,100,100,47
0,21,56,48
1,1,1,49
0,55,41,50
1,55,57,51
0,81,60,52
1,39,54,53
0,82,100,54
0,14,55,55
1,19,100,56
0,100,100,57
0,13,41,58
1,54,40,59
0,39,54,60
1,39,28,1
0,62,100,2
0,100,100,3
1,55,100,4
1,45,80,5
0,63,100,6
0,2,1,7
0,66,66,8
0,61,88,9
1,27,78,10
0,45,67,11
0,61,96,12
0,56,62,13
1,80,99,14
0,61,99,15
1,65,95,16
0,64,80,17
1,35,100,18
0,55,99,19
1,64,100,20
0,62,62,21
1,58,100,22
0,59,100,23
0,46,100,24
1,71,82,25
0,55,82,26
0,62,69,27
1,70,83,28
0,5,68,29
0,32,79,30
1,87,79,31
0,62,83,32
0,79,100,33
1,38,69,34
1,41,70,35
0,93,64,36
1,58,100,37
1,15,29,38
0,47,74,39
0,53,99,40
1,61,100,41
1,28,78,42
0,68,83,43
1,65,88,44
1,37,100,45
1,56,67,46
1,60,99,47
0,63,100,48
1,41,43,49
1,98,84,50
0,95,100,51
1,56,97,52
0,39,93,53
1,59,82,54
0,24,73,55
1,80,100,56
1,58,100,57
1,39,99,58
1,95,100,59
0,72,99,60
1,1,17,1
0,1,59,2
0,72,100,3
0,1,29,4
1,1,55,5
1,41,60,6
1,1,38,7
0,3,37,8
0,1,3,9
0,1,5,10
0,1,17,11
1,1,60,12
1,34,64,13
0,1,91,14
1,7,76,15
0,15,76,16
1,1,24,17
0,1,53,18
0,23,58,19
1,27,88,20
1,1,13,21
0,12,65,22
1,37,62,23
1,17,83,24
1,61,83,25
0,1,29,26
0,8,72,27
0,44,100,28
1,1,47,29
0,1,33,30
1,1,26,31
1,1,80,32
1,1,17,33
0,1,39,34
0,1,9,35
0,2,34,36
0,20,54,37
1,1,46,38
1,1,63,39
0,2,39,40
0,1,79,41
1,12,86,42
0,22,77,43
1,1,27,44
1,3,77,45
1,1,21,46
0,1,63,47
1,1,39,48
1,1,37,49
1,28,61,50
0,31,87,51
1,6,39,52
0,1,44,53
0,18,99,54
0,1,58,55
1,39,89,56
1,22,95,57
0,4,40,58
1,70,100,59
0,41,73,60
1,3,1,1
0,78,81,2
0,65,72,3
1,95,88,4
1,86,64,5
1,60,61,6
1,17,16,7
1,66,70,8
0,1,12,9
0,4,9,10
1,14,5,11
1,62,61,12
0,18,22,13
0,57,61,14
0,70,79,15
0,75,75,16
0,25,18,17
1,70,74,18
0,78,90,19
0,58,62,20
1,9,1,21
1,25,10,22
1,65,70,23
1,77,79,24
0,62,62,25
1,63,65,26
0,6,9,27
0,69,62,28
1,3,9,29
0,2,6,30
0,3,3,31
0,36,35,32
0,11,8,33
1,36,40,34
0,6,7,35
1,69,68,36
0,65,70,37
1,21,24,38
0,20,20,39
0,37,31,40
1,62,81,41
1,74,74,42
0,66,68,43
0,57,61,44
1,78,69,45
1,64,66,46
1,75,78,47
0,24,19,48
1,1,1,49
0,70,56,50
0,73,68,51
1,79,66,52
1,61,61,53
1,72,91,54
0,60,79,55
1,85,82,56
0,19,100,57
1,22,62,58
1,64,79,59
0,58,77,60
1,1,1,1
0,83,100,2
0,79,88,3
1,99,100,4
0,1,1,5
0,61,86,6
0,1,1,7
1,100,100,8
1,2,58,9
1,1,1,10
0,1,1,11
0,62,81,12
1,12,89,13
0,1,1,14
1,20,63,15
1,81,81,16
0,19,55,17
1,10,57,18
0,79,80,19
1,64,100,20
1,1,26,21
0,59,60,22
1,95,57,23
0,100,91,24
1,62,100,25
1,82,60,26
1,100,100,27
1,62,79,28
0,1,1,29
1,1,1,30
1,1,1,31
0,1,6,32
1,1,1,33
0,1,1,34
0,1,1,35
0,9,61,36
0,1,7,37
1,4,7,38
0,63,81,39
1,1,10,40
1,100,100,41
1,62,80,42
0,100,100,43
0,1,1,44
0,11,14,45
1,1,1,46
0,100,100,47
1,1,1,48
0,1,1,49
0,62,100,50
1,100,100,51
1,91,100,52
0,55,99,53
0,100,100,54
0,4,79,55
1,78,100,56
1,80,100,57
0,1,1,58
0,81,100,59
1,40,79,60
1,1,9,1
1,8,60,2
1,35,62,3
1,27,70,4
0,21,37,5
0,100,99,6
1,11,13,7
1,5,1,8
0,7,17,9
0,19,96,10
0,2,67,11
0,32,62,12
1,6,72,13
0,9,63,14
0,39,78,15
1,38,87,16
0,1,1,17
1,13,58,18
0,35,62,19
1,85,93,20
1,9,60,21
0,1,43,22
0,80,64,23
1,38,86,24
0,97,99,25
0,1,7,26
1,17,69,27
1,69,82,28
1,8,13,29
1,15,20,30
0,20,11,31
1,10,20,32
1,16,59,33
0,9,28,34
0,2,4,35
0,31,70,36
0,19,69,37
0,19,50,38
0,10,16,39
1,19,71,40
0,67,84,41
1,70,88,42
1,5,68,43
0,1,14,44
1,56,81,45
1,1,17,46
1,58,94,47
0,9,15,48
1,1,2,49
1,56,58,50
0,77,83,51
1,5,26,52
0,17,14,53
0,40,85,54
0,13,15,55
0,61,85,56
0,11,87,57
1,1,11,58
1,88,89,59
1,82,85,60
1,1,1,1
1,45,82,2
1,93,85,3
0,68,84,4
0,22,28,5
0,97,92,6
1,6,13,7
0,23,39,8
1,25,40,9
0,31,58,10
1,1,16,11
0,34,60,12
1,27,35,13
0,15,11,14
1,77,92,15
0,34,62,16
0,61,57,17
1,53,60,18
1,80,95,19
1,95,84,20
0,57,40,21
0,35,38,22
0,68,75,23
0,72,100,24
0,96,96,25
0,41,93,26
1,27,72,27
1,44,94,28
0,26,62,29
0,28,62,30
1,12,29,31
1,69,73,32
1,14,20,33
0,10,5,34
0,3,32,35
1,60,61,36
0,61,79,37
0,43,63,38
1,66,73,39
1,56,60,40
0,87,92,41
0,64,88,42
0,31,59,43
1,59,96,44
0,82,86,45
1,6,10,46
1,72,90,47
0,61,81,48
1,2,5,49
1,100,86,50
1,82,95,51
1,70,80,52
1,66,78,53
1,75,100,54
0,32,26,55
1,75,97,56
0,71,100,57
1,8,29,58
0,80,96,59
0,78,88,60
1,41,19,1
1,59,98,2
0,74,61,3
1,41,62,4
1,71,42,5
1,41,61,6
0,33,63,7
0,31,3,8
0,32,19,9
0,79,95,10
1,41,21,11
0,14,62,12
0,41,3,13
0,42,19,14
1,81,97,15
0,81,81,16
0,30,21,17
1,62,62,18
0,58,61,19
0,83,84,20
1,27,60,21
1,27,62,22
0,32,21,23
0,71,100,24
0,81,77,25
0,71,70,26
1,4,1,27
0,87,97,28
0,41,3,29
1,30,19,30
0,1,3,31
0,41,71,32
1,30,42,33
0,37,79,34
0,40,41,35
0,40,96,36
0,71,60,37
1,20,58,38
1,50,71,39
1,30,22,40
0,86,100,41
1,72,98,42
1,82,100,43
1,71,66,44
1,61,91,45
1,72,82,46
1,72,85,47
0,21,3,48
0,42,5,49
0,92,80,50
1,98,91,51
1,38,63,52
1,63,81,53
1,81,94,54
1,41,43,55
1,82,98,56
0,98,96,57
1,22,10,58
0,71,82,59
1,81,92,60
0,1,1,1
0,58,66,2
1,1,1,3
1,61,100,4
1,21,51,5
1,18,67,6
0,1,1,7
1,7,20,8
1,1,1,9
0,1,1,10
1,21,34,11
0,1,21,12
0,1,18,13
0,20,62,14
1,88,100,15
1,15,1,16
0,1,15,17
0,21,60,18
1,81,79,19
0,40,60,20
0,1,1,21
1,80,100,22
0,21,62,23
1,65,82,24
0,68,55,25
1,1,61,26
0,1,1,27
0,81,100,28
0,1,1,29
0,1,1,30
0,1,100,31
1,40,21,32
1,1,1,33
1,1,1,34
1,17,1,35
0,1,1,36
0,39,17,37
0,1,15,38
0,40,62,39
0,1,1,40
1,100,100,41
0,100,80,42
1,80,100,43
1,1,1,44
1,39,61,45
1,1,17,46
0,79,100,47
0,1,15,48
1,1,1,49
1,65,62,50
1,1,48,51
1,59,61,52
1,1,51,53
1,80,100,54
1,61,80,55
0,100,100,56
0,100,100,57
1,12,64,58
0,81,100,59
0,21,57,60
1,21,70,1
0,96,71,2
1,95,92,3
1,90,75,4
1,70,87,5
1,83,89,6
0,85,82,7
1,84,75,8
0,23,24,9
1,21,2,10
0,1,5,11
0,81,81,12
0,30,32,13
1,40,39,14
0,35,40,15
1,96,65,16
0,93,39,17
0,78,89,18
1,100,100,19
1,77,74,20
1,38,41,21
0,32,19,22
0,28,33,23
0,90,73,24
0,96,92,25
1,83,92,26
1,63,80,27
1,76,94,28
1,63,93,29
1,96,63,30
1,5,2,31
0,71,81,32
0,97,85,33
0,95,74,34
0,35,45,35
0,40,67,36
1,88,68,37
0,79,68,38
1,93,96,39
0,42,41,40
1,70,86,41
1,95,95,42
1,90,99,43
0,97,96,44
0,85,90,45
0,37,34,46
0,80,66,47
0,80,95,48
0,44,35,49
0,99,79,50
0,84,72,51
1,40,33,52
1,38,57,53
0,100,88,54
1,34,63,55
1,100,97,56
1,38,77,57
0,62,75,58
1,100,99,59
1,87,99,60
1,1,47,1
0,12,53,2
0,93,83,3
0,69,100,4
0,2,41,5
1,84,100,6
1,1,1,7
1,21,40,8
1,95,61,9
1,1,1,10
1,1,1,11
0,85,63,12
1,59,70,13
1,18,100,14
0,100,100,15
1,100,100,16
0,1,1,17
1,22,53,18
0,100,87,19
0,79,59,20
0,96,48,21
0,82,60,22
0,41,48,23
0,65,52,24
0,100,82,25
0,1,11,26
1,1,1,27
0,62,80,28
1,1,18,29
1,1,31,30
1,1,1,31
0,1,41,32
0,1,15,33
1,1,33,34
1,1,9,35
1,100,44,36
1,100,51,37
1,1,20,38
1,21,52,39
0,73,100,40
0,81,100,41
0,91,100,42
0,82,82,43
1,1,1,44
0,77,62,45
0,1,34,46
1,100,100,47
0,1,1,48
1,13,13,49
0,100,77,50
1,100,100,51
1,76,53,52
1,1,47,53
0,100,100,54
1,22,56,55
0,90,100,56
1,100,100,57
0,16,1,58
1,100,100,59
0,91,69,60
0,73,60,1
1,1,69,2
0,72,75,3
1,42,90,4
0,64,78,5
1,83,60,6
0,40,21,7
1,87,23,8
0,1,24,9
0,91,28,10
1,1,1,11
1,1,69,12
0,31,68,13
1,71,61,14
0,81,100,15
1,20,100,16
1,1,1,17
1,88,39,18
1,76,62,19
1,75,87,20
0,17,32,21
1,61,63,22
0,65,41,23
0,28,95,24
1,28,80,25
1,28,84,26
0,40,95,27
0,64,74,28
1,1,1,29
0,1,11,30
0,61,64,31
1,40,39,32
1,1,22,33
1,1,68,34
0,21,1,35
1,23,77,36
0,78,82,37
1,4,40,38
0,62,71,39
1,21,28,40
0,40,81,41
1,90,67,42
0,82,100,43
1,62,90,44
0,65,68,45
0,18,1,46
0,62,89,47
0,63,42,48
1,1,32,49
1,90,61,50
1,72,92,51
0,71,39,52
1,77,43,53
1,41,93,54
1,35,72,55
0,87,100,56
0,1,100,57
0,72,34,58
0,81,100,59
0,74,81,60
0,77,63,1
1,88,96,2
1,100,95,3
1,80,45,4
0,80,1,5
0,65,62,6
0,81,34,7
1,97,79,8
1,44,56,9
0,82,100,10
1,98,86,11
1,98,100,12
1,70,99,13
1,92,98,14
1,74,74,15
1,54,60,16
0,83,42,17
0,81,82,18
0,95,60,19
1,100,97,20
0,83,54,21
0,66,55,22
1,100,59,23
1,99,79,24
1,90,84,25
0,72,88,26
0,82,83,27
1,96,82,28
0,81,95,29
0,81,85,30
0,52,1,31
1,64,100,32
1,45,21,33
0,42,45,34
0,39,1,35
0,46,1,36
1,88,27,37
1,54,64,38
0,58,77,39
0,55,36,40
0,73,98,41
1,97,76,42
1,99,98,43
0,82,18,44
0,81,74,45
1,60,63,46
0,44,40,47
1,63,64,48
1,64,2,49
1,81,89,50
0,80,79,51
0,97,76,52
0,44,40,53
1,83,98,54
1,81,62,55
0,100,96,56
1,87,87,57
0,43,54,58
1,94,95,59
0,81,64,60
0,1,13,1
0,43,72,2
0,88,100,3
0,53,54,4
1,23,36,5
1,82,73,6
0,1,1,7
0,56,55,8
1,75,54,9
0,1,1,10
1,5,12,11
1,54,55,12
1,49,34,13
0,34,55,14
1,81,72,15
1,5,12,16
1,1,1,17
0,62,55,18
1,68,73,19
0,77,93,20
1,1,34,21
1,65,54,22
0,89,72,23
0,76,72,24
0,81,72,25
1,53,54,26
1,7,13,27
1,100,100,28
0,1,1,29
0,1,1,30
0,1,1,31
0,48,54,32
0,1,1,33
1,1,1,34
0,1,1,35
1,81,73,36
0,1,54,37
0,1,1,38
1,48,73,39
1,1,1,40
1,49,100,41
0,48,12,42
0,71,73,43
1,1,1,44
0,72,72,45
1,3,34,46
0,70,71,47
1,1,34,48
1,1,34,49
0,84,72,50
1,71,72,51
1,1,54,52
1,61,55,53
0,100,100,54
1,3,54,55
0,92,100,56
0,70,100,57
0,1,12,58
1,88,72,59
1,58,54,60
0,1,64,1
1,1,78,2
0,1,82,3
0,3,61,4
1,1,24,5
0,1,62,6
0,1,17,7
1,2,29,8
1,1,42,9
0,1,58,10
0,1,27,11
0,2,63,12
1,1,41,13
0,1,43,14
0,2,47,15
0,2,39,16
1,1,44,17
1,2,45,18
1,1,58,19
0,1,63,20
0,1,25,21
1,3,58,22
0,1,64,23
0,2,62,24
0,1,59,25
1,1,49,26
0,2,57,27
1,1,64,28
0,3,18,29
1,1,25,30
1,1,48,31
1,1,59,32
1,1,22,33
0,1,47,34
0,2,43,35
1,1,62,36
1,1,41,37
1,1,61,38
1,1,75,39
1,1,56,40
1,1,62,41
0,1,64,42
0,1,60,43
0,1,60,44
1,4,64,45
0,1,25,46
0,1,81,47
0,1,24,48
1,1,62,49
0,1,79,50
0,2,77,51
1,1,61,52
0,2,47,53
0,1,76,54
1,1,48,55
1,2,63,56
1,2,58,57
1,1,44,58
1,1,65,59
1,2,62,60
1,1,1,1
0,38,59,2
1,100,100,3
0,100,100,4
1,41,57,5
1,99,100,6
0,43,60,7
1,96,61,8
1,10,1,9
1,1,1,10
1,1,1,11
1,1,29,12
0,1,1,13
0,39,86,14
1,100,100,15
0,89,92,16
1,4,59,17
1,100,100,18
0,100,100,19
1,100,100,20
0,41,73,21
0,83,82,22
1,100,100,23
0,100,100,24
0,100,100,25
0,14,68,26
1,73,100,27
1,100,100,28
0,1,1,29
0,1,1,30
0,1,1,31
1,41,100,32
1,16,43,33
1,1,42,34
1,1,1,35
0,100,93,36
1,12,21,37
0,1,3,38
0,39,100,39
1,38,59,40
1,100,100,41
0,100,100,42
1,2,58,43
1,16,62,44
0,100,100,45
0,1,1,46
0,100,100,47
1,1,1,48
1,5,1,49
0,100,100,50
0,100,100,51
1,100,100,52
1,100,61,53
0,100,100,54
1,100,94,55
0,100,100,56
0,100,100,57
0,1,41,58
0,100,100,59
0,99,100,60
0,31,60,1
1,53,58,2
0,78,78,3
0,27,61,4
1,34,57,5
1,74,60,6
0,15,45,7
1,12,55,8
0,18,41,9
1,1,21,10
1,68,63,11
1,37,60,12
0,34,62,13
0,31,59,14
1,61,80,15
0,40,42,16
1,31,57,17
0,54,56,18
1,69,82,19
1,72,68,20
0,32,42,21
1,45,56,22
1,80,60,23
1,60,77,24
1,68,62,25
0,54,67,26
1,20,37,27
1,63,93,28
0,32,23,29
1,23,17,30
0,13,24,31
0,23,31,32
0,22,32,33
0,24,33,34
1,22,33,35
1,15,69,36
1,39,71,37
0,1,17,38
1,56,64,39
0,42,35,40
0,36,69,41
0,65,67,42
0,27,71,43
1,24,54,44
0,46,56,45
0,27,38,46
1,60,89,47
0,31,44,48
1,32,23,49
1,81,71,50
1,76,80,51
0,44,59,52
0,58,56,53
0,24,87,54
1,34,63,55
0,77,91,56
1,14,92,57
0,58,61,58
0,79,64,59
1,63,58,60
0,1,7,1
0,87,89,2
0,81,96,3
1,83,87,4
1,65,77,5
1,86,81,6
1,10,24,7
1,59,83,8
1,23,22,9
1,62,23,10
0,17,32,11
0,64,99,12
0,42,36,13
1,76,100,14
0,99,100,15
1,66,71,16
0,81,91,17
1,82,90,18
0,82,92,19
0,82,89,20
1,38,22,21
0,78,71,22
1,75,96,23
1,100,100,24
0,98,94,25
1,89,92,26
1,99,93,27
1,100,100,28
1,34,24,29
0,23,12,30
0,16,5,31
1,87,82,32
0,62,67,33
0,67,59,34
1,79,78,35
0,65,73,36
1,37,59,37
1,43,68,38
0,87,94,39
1,32,43,40
1,78,85,41
0,100,100,42
1,86,82,43
0,72,92,44
1,83,99,45
1,42,57,46
1,91,98,47
0,63,71,48
0,33,33,49
0,89,91,50
0,81,91,51
0,66,55,52
0,68,59,53
1,83,100,54
0,75,81,55
1,91,100,56
1,69,72,57
0,91,94,58
0,57,86,59
0,91,69,60
1,25,24,1
1,69,76,2
1,91,86,3
1,20,27,4
0,7,12,5
1,71,82,6
0,2,12,7
0,36,38,8
1,12,11,9
1,29,32,10
0,41,23,11
1,55,83,12
0,8,12,13
0,54,64,14
0,100,100,15
0,42,73,16
0,16,14,17
0,54,72,18
1,98,92,19
1,86,87,20
0,4,6,21
1,7,16,22
1,76,81,23
1,95,94,24
1,73,82,25
0,68,70,26
0,39,25,27
0,77,86,28
0,65,77,29
0,5,24,30
1,48,42,31
0,49,60,32
1,31,18,33
1,15,24,34
0,10,22,35
0,60,80,36
1,36,58,37
0,6,9,38
0,61,84,39
0,15,6,40
1,79,82,41
1,85,90,42
0,53,61,43
1,24,23,44
0,78,93,45
1,37,64,46
0,85,94,47
0,28,33,48
0,16,10,49
1,46,61,50
1,97,96,51
1,58,76,52
1,36,42,53
1,93,100,54
1,75,66,55
0,93,97,56
0,93,100,57
1,57,73,58
1,67,73,59
0,66,73,60
1,1,1,1
1,58,56,2
0,69,66,3
1,69,82,4
1,80,67,5
0,75,67,6
0,28,26,7
1,14,13,8
0,23,26,9
0,81,89,10
0,15,24,11
0,34,62,12
0,36,31,13
1,36,35,14
0,73,94,15
1,72,68,16
0,25,16,17
0,65,71,18
1,79,76,19
1,83,81,20
0,17,21,21
0,10,6,22
1,30,63,23
1,79,78,24
0,100,88,25
0,40,30,26
0,28,59,27
0,81,79,28
1,1,1,29
0,1,1,30
0,1,1,31
1,70,63,32
1,33,41,33
0,27,28,34
0,18,1,35
1,78,77,36
1,8,29,37
1,1,1,38
0,53,63,39
0,5,1,40
0,74,94,41
1,66,76,42
1,70,72,43
1,61,57,44
1,69,68,45
1,27,24,46
0,100,78,47
0,1,14,48
0,31,29,49
1,86,83,50
1,87,79,51
1,60,65,52
0,45,29,53
0,89,79,54
1,80,70,55
1,75,100,56
0,100,100,57
1,21,35,58
1,86,79,59
1,81,61,60
1,40,25,1
0,82,98,2
0,60,83,3
0,81,61,4
0,42,41,5
0,60,81,6
0,61,41,7
1,61,63,8
1,7,21,9
0,61,6,10
1,19,58,11
1,41,99,12
1,40,64,13
1,59,62,14
0,60,60,15
1,62,82,16
0,7,62,17
1,61,58,18
1,80,82,19
0,63,63,20
1,41,62,21
1,63,62,22
1,61,97,23
1,82,95,24
1,81,99,25
0,61,82,26
0,62,96,27
1,81,96,28
1,4,41,29
0,5,43,30
1,2,3,31
1,62,41,32
0,4,62,33
1,20,43,34
0,3,23,35
1,61,63,36
0,61,60,37
0,61,60,38
1,39,79,39
1,62,62,40
0,61,83,41
0,82,94,42
0,63,99,43
1,62,64,44
0,83,98,45
1,41,62,46
0,2,61,47
0,61,42,48
0,3,22,49
1,62,64,50
0,81,84,51
1,62,61,52
0,61,22,53
0,81,83,54
0,81,96,55
1,81,95,56
0,41,97,57
1,97,83,58
1,81,79,59
0,80,82,60
0,42,1,1
1,4,82,2
1,23,63,3
0,43,93,4
0,4,21,5
0,60,64,6
1,15,61,7
1,22,20,8
1,12,63,9
0,5,19,10
0,6,42,11
1,22,81,12
1,18,22,13
0,22,100,14
0,42,100,15
1,62,60,16
1,63,82,17
0,43,63,18
1,59,61,19
1,7,79,20
0,1,61,21
0,58,21,22
1,26,21,23
1,21,100,24
0,79,100,25
1,61,98,26
0,66,26,27
0,8,100,28
0,62,80,29
1,3,82,30
1,22,4,31
0,21,23,32
1,6,1,33
1,61,61,34
1,21,1,35
0,62,1,36
1,40,62,37
0,63,81,38
1,22,23,39
1,24,99,40
1,42,61,41
0,22,63,42
1,61,82,43
1,45,83,44
1,21,100,45
1,63,21,46
0,42,83,47
1,21,60,48
1,19,41,49
0,60,64,50
1,59,100,51
0,5,80,52
0,1,21,53
0,39,100,54
0,42,23,55
0,62,100,56
0,5,100,57
0,20,22,58
0,80,59,59
0,5,64,60
1,13,4,1
1,72,68,2
